datetime,elapsed_s,humidity_percent
2026/08/01@17:23:52,225,8.886854
2026/08/01@17:23:53,226,8.918899
2026/08/01@17:23:55,228,8.918899
2026/08/01@17:23:56,229,8.903639
2026/08/01@17:23:57,230,8.886854
2026/08/01@17:23:58,231,8.886854
2026/08/01@17:23:59,232,8.903639
2026/08/01@17:24:00,233,8.918899
2026/08/01@17:24:01,234,8.871595
2026/08/01@17:24:02,235,8.886854
2026/08/01@17:24:03,236,8.903639
2026/08/01@17:24:04,237,8.886854
2026/08/01@17:24:06,239,8.886854
2026/08/01@17:24:07,240,8.9326312
2026/08/01@17:24:08,241,8.885328
2026/08/01@17:24:09,242,8.839551
2026/08/01@17:24:10,243,8.804456
2026/08/01@17:24:11,244,8.885328
2026/08/01@17:24:12,245,8.918899
2026/08/01@17:24:13,246,8.949416
2026/08/01@17:24:14,247,8.903639
2026/08/01@17:24:15,248,8.978409
2026/08/01@17:24:17,249,8.900587
2026/08/01@17:24:18,251,8.918899
2026/08/01@17:24:19,252,8.9951932
2026/08/01@17:24:20,253,8.964675
2026/08/01@17:24:21,254,8.978409
2026/08/01@17:24:22,255,8.964675
2026/08/01@17:24:23,256,8.949416
2026/08/01@17:24:24,257,8.9951932
2026/08/01@17:24:25,258,9.042497
2026/08/01@17:24:26,259,9.027237
2026/08/01@17:24:27,260,9.027237
2026/08/01@17:24:29,262,9.105059
2026/08/01@17:24:30,263,9.07454
2026/08/01@17:24:31,264,9.150835
2026/08/01@17:24:32,265,9.169147
2026/08/01@17:24:33,266,9.166095
2026/08/01@17:24:34,267,9.214923
2026/08/01@17:24:35,268,9.246967
2026/08/01@17:24:36,269,9.311055
2026/08/01@17:24:37,270,9.311055
2026/08/01@17:24:38,271,9.340047
2026/08/01@17:24:40,273,9.42092
2026/08/01@17:24:41,274,9.466697
2026/08/01@17:24:42,275,9.466697
2026/08/01@17:24:43,276,9.546044
2026/08/01@17:24:44,277,9.527733
2026/08/01@17:24:45,278,9.591821
2026/08/01@17:24:46,279,9.576562
2026/08/01@17:24:47,280,9.608606
2026/08/01@17:24:48,281,9.669642
2026/08/01@17:24:49,282,9.686427
2026/08/01@17:24:50,283,9.718471
2026/08/01@17:24:52,285,9.747463
2026/08/01@17:24:53,286,9.811551
2026/08/01@17:24:54,287,9.811551
2026/08/01@17:24:55,288,9.796292
2026/08/01@17:24:56,289,9.857328
2026/08/01@17:24:57,290,9.828336
2026/08/01@17:24:58,291,9.892424
2026/08/01@17:24:59,292,9.951934
2026/08/01@17:25:00,293,9.874113
2026/08/01@17:25:01,294,9.983978
2026/08/01@17:25:03,296,9.967193
2026/08/01@17:25:04,297,9.983978
2026/08/01@17:25:05,298,10.016022
2026/08/01@17:25:06,299,10.063325
2026/08/01@17:25:07,300,10.109102
2026/08/01@17:25:08,301,10.122835
2026/08/01@17:25:09,302,10.141146
2026/08/01@17:25:10,303,10.222019
2026/08/01@17:25:11,304,10.17319
2026/08/01@17:25:12,305,10.251011
2026/08/01@17:25:14,307,10.313573
2026/08/01@17:25:15,308,10.377661
2026/08/01@17:25:16,309,10.39292
2026/08/01@17:25:17,310,10.409705
2026/08/01@17:25:18,311,10.457007
2026/08/01@17:25:19,312,10.502785
2026/08/01@17:25:20,313,10.502785
2026/08/01@17:25:21,314,10.548562
2026/08/01@17:25:22,315,10.629435
2026/08/01@17:25:23,316,10.61265
2026/08/01@17:25:25,318,10.658427
2026/08/01@17:25:26,319,10.675212
2026/08/01@17:25:27,320,10.693522
2026/08/01@17:25:28,321,10.768291
2026/08/01@17:25:29,322,10.817121
2026/08/01@17:25:30,323,10.803388
2026/08/01@17:25:31,324,10.849165
2026/08/01@17:25:32,325,10.849165
2026/08/01@17:25:33,326,10.942245
2026/08/01@17:25:34,327,10.959029
2026/08/01@17:25:36,329,11.0048068
2026/08/01@17:25:37,330,10.974289
2026/08/01@17:25:38,331,11.0048068
2026/08/01@17:25:39,332,11.068894
2026/08/01@17:25:40,333,11.100939
2026/08/01@17:25:41,334,11.114672
2026/08/01@17:25:42,335,11.194018
2026/08/01@17:25:43,336,11.161975
2026/08/01@17:25:44,337,11.25658
2026/08/01@17:25:45,338,11.239796
2026/08/01@17:25:46,339,11.299306
2026/08/01@17:25:48,341,11.299306
2026/08/01@17:25:49,342,11.375601
2026/08/01@17:25:50,343,11.358816
2026/08/01@17:25:51,344,11.432059
2026/08/01@17:25:52,345,11.448844
2026/08/01@17:25:53,346,11.4045928
2026/08/01@17:25:54,347,11.448844
2026/08/01@17:25:55,348,11.432059
2026/08/01@17:25:56,349,11.508354
2026/08/01@17:25:57,350,11.567864
2026/08/01@17:25:59,352,11.523613
2026/08/01@17:26:00,353,11.583123
2026/08/01@17:26:01,354,11.567864
2026/08/01@17:26:02,355,11.627375
2026/08/01@17:26:03,356,11.656367
2026/08/01@17:26:04,357,11.642633
2026/08/01@17:26:05,358,11.688411
2026/08/01@17:26:06,359,11.688411
2026/08/01@17:26:07,360,11.732662
2026/08/01@17:26:08,361,11.732662
2026/08/01@17:26:10,363,11.702144
2026/08/01@17:26:11,364,11.775387
2026/08/01@17:26:12,365,11.792172
2026/08/01@17:26:13,366,11.819638
2026/08/01@17:26:14,367,11.894407
2026/08/01@17:26:15,368,11.880674
2026/08/01@17:26:16,369,11.924926
2026/08/01@17:26:17,370,11.940185
2026/08/01@17:26:18,371,11.9539176
2026/08/01@17:26:19,372,11.999695
2026/08/01@17:26:21,374,12.0164792
2026/08/01@17:26:22,375,12.089723
2026/08/01@17:26:23,376,12.1355
2026/08/01@17:26:24,377,12.1034568
2026/08/01@17:26:25,378,12.208743
2026/08/01@17:26:26,379,12.224003
2026/08/01@17:26:27,380,12.268253
2026/08/01@17:26:28,381,12.300298
2026/08/01@17:26:29,382,12.359808
2026/08/01@17:26:30,383,12.402533
2026/08/01@17:26:32,385,12.462043
2026/08/01@17:26:33,386,12.475777
2026/08/01@17:26:34,387,12.552072
2026/08/01@17:26:35,388,12.626841
2026/08/01@17:26:36,389,12.626841
2026/08/01@17:26:37,390,12.654306
2026/08/01@17:26:38,391,12.671092
2026/08/01@17:26:39,392,12.716868
2026/08/01@17:26:40,393,12.776379
2026/08/01@17:26:41,394,12.803845
2026/08/01@17:26:43,395,12.835889
2026/08/01@17:26:44,397,12.835889
2026/08/01@17:26:45,398,12.835889
2026/08/01@17:26:46,399,12.895399
2026/08/01@17:26:47,400,12.835889
2026/08/01@17:26:48,401,12.909133
2026/08/01@17:26:49,402,12.909133
2026/08/01@17:26:50,403,12.938125
2026/08/01@17:26:51,404,12.968642
2026/08/01@17:26:52,405,13.070878
2026/08/01@17:26:53,406,13.102922
2026/08/01@17:26:55,408,13.2524608
2026/08/01@17:26:56,409,13.2524608
2026/08/01@17:26:57,410,13.340962
2026/08/01@17:26:58,411,13.354696
2026/08/01@17:26:59,412,13.430991
2026/08/01@17:27:00,413,13.430991
2026/08/01@17:27:01,414,13.492027
2026/08/01@17:27:02,415,13.5515376
2026/08/01@17:27:03,416,13.563745
2026/08/01@17:27:04,417,13.563745
2026/08/01@17:27:06,419,13.579003
2026/08/01@17:27:07,420,13.609522
2026/08/01@17:27:08,421,13.638514
2026/08/01@17:27:09,422,13.669032
2026/08/01@17:27:10,423,13.669032
2026/08/01@17:27:11,424,13.701076
2026/08/01@17:27:12,425,13.760586
2026/08/01@17:27:13,426,13.862822
2026/08/01@17:27:14,427,13.847563
2026/08/01@17:27:15,428,13.803311
2026/08/01@17:27:17,430,13.820096
2026/08/01@17:27:18,431,13.922332
2026/08/01@17:27:19,432,13.893339
2026/08/01@17:27:20,433,13.968108
2026/08/01@17:27:21,434,13.984894
2026/08/01@17:27:22,435,13.995575
2026/08/01@17:27:23,436,13.984894
2026/08/01@17:27:24,437,13.995575
2026/08/01@17:27:25,438,13.984894
2026/08/01@17:27:26,439,14.01236
2026/08/01@17:27:28,441,14.058137
2026/08/01@17:27:29,442,14.058137
2026/08/01@17:27:30,443,14.07187
2026/08/01@17:27:31,444,14.07187
2026/08/01@17:27:32,445,14.058137
2026/08/01@17:27:33,446,14.117647
2026/08/01@17:27:34,447,14.132906
2026/08/01@17:27:35,448,14.192416
2026/08/01@17:27:36,449,14.265659
2026/08/01@17:27:37,450,14.265659
2026/08/01@17:27:39,452,14.357214
2026/08/01@17:27:40,453,14.416724
2026/08/01@17:27:41,454,14.460975
2026/08/01@17:27:42,455,14.520485
2026/08/01@17:27:43,456,14.56321
2026/08/01@17:27:44,457,14.581521
2026/08/01@17:27:45,458,14.668498
2026/08/01@17:27:46,459,14.728008
2026/08/01@17:27:47,460,14.699016
2026/08/01@17:27:48,461,14.773785
2026/08/01@17:27:50,463,14.818036
2026/08/01@17:27:51,464,14.818036
2026/08/01@17:27:52,465,14.850081
2026/08/01@17:27:53,466,14.877546
2026/08/01@17:27:54,467,14.877546
2026/08/01@17:27:55,468,14.892805
2026/08/01@17:27:56,469,14.892805
2026/08/01@17:27:57,470,14.952315
2026/08/01@17:27:58,471,14.938582
2026/08/01@17:27:59,472,14.969101
2026/08/01@17:28:00,473,15.011826
2026/08/01@17:28:02,475,15.042344
2026/08/01@17:28:03,476,15.042344
2026/08/01@17:28:04,477,15.085069
2026/08/01@17:28:05,478,15.101854
2026/08/01@17:28:06,479,15.133898
2026/08/01@17:28:07,480,15.222401
2026/08/01@17:28:08,481,15.249866
2026/08/01@17:28:09,482,15.222401
2026/08/01@17:28:10,483,15.34142
2026/08/01@17:28:11,484,15.355154
2026/08/01@17:28:13,486,15.355154
2026/08/01@17:28:14,487,15.40093
2026/08/01@17:28:15,488,15.431449
2026/08/01@17:28:16,489,15.4741744
2026/08/01@17:28:17,490,15.533685
2026/08/01@17:28:18,491,15.565728
2026/08/01@17:28:19,492,15.671016
2026/08/01@17:28:20,493,15.742733
2026/08/01@17:28:21,494,15.863279
2026/08/01@17:28:22,495,15.96704
2026/08/01@17:28:24,497,16.087588
2026/08/01@17:28:25,498,16.266118
2026/08/01@17:28:26,499,16.444648
2026/08/01@17:28:27,500,16.623178
2026/08/01@17:28:28,501,16.758984
2026/08/01@17:28:29,502,16.878004
2026/08/01@17:28:30,503,17.08858
2026/08/01@17:28:31,504,17.264058
2026/08/01@17:28:32,505,17.415122
2026/08/01@17:28:33,506,17.63943
2026/08/01@17:28:35,508,17.862212
2026/08/01@17:28:36,509,18.023956
2026/08/01@17:28:37,510,18.1887552
2026/08/01@17:28:38,511,18.38407
2026/08/01@17:28:39,512,18.548866
2026/08/01@17:28:40,513,18.75639
2026/08/01@17:28:41,514,18.93492
2026/08/01@17:28:42,515,19.17296
2026/08/01@17:28:43,516,19.354544
2026/08/01@17:28:44,517,19.562066
2026/08/01@17:28:46,519,19.786374
2026/08/01@17:28:47,520,19.890134
2026/08/01@17:28:48,521,20.070192
2026/08/01@17:28:49,522,20.27924
2026/08/01@17:28:50,523,20.413518
2026/08/01@17:28:51,524,20.6363016
2026/08/01@17:28:52,525,20.846876
2026/08/01@17:28:53,526,20.962844
2026/08/01@17:28:54,527,21.127642
2026/08/01@17:28:55,528,21.263446
2026/08/01@17:28:57,530,21.397726
2026/08/01@17:28:58,531,21.503014
2026/08/01@17:28:59,532,21.593042
2026/08/01@17:29:00,533,21.695278
2026/08/01@17:29:01,534,21.741054
2026/08/01@17:29:02,535,21.844816
2026/08/01@17:29:03,536,21.942474
2026/08/01@17:29:04,537,22.082858
2026/08/01@17:29:05,538,22.203404
2026/08/01@17:29:06,539,22.313268
2026/08/01@17:29:07,540,22.464332
2026/08/01@17:29:09,542,22.615396
2026/08/01@17:29:10,543,22.819868
2026/08/01@17:29:11,544,22.943466
2026/08/01@17:29:12,545,23.135728
2026/08/01@17:29:13,546,23.286792
2026/08/01@17:29:14,547,23.479058
2026/08/01@17:29:15,548,23.695736
2026/08/01@17:29:16,549,23.833066
2026/08/01@17:29:17,550,23.941406
2026/08/01@17:29:18,551,24.119936
2026/08/01@17:29:20,553,24.216068
2026/08/01@17:29:21,554,24.3534
2026/08/01@17:29:22,555,24.449532
2026/08/01@17:29:23,556,24.54261
2026/08/01@17:29:24,557,24.682992
2026/08/01@17:29:25,558,24.80354
2026/08/01@17:29:26,559,24.940872
2026/08/01@17:29:27,560,24.995804
2026/08/01@17:29:28,561,25.1056684
2026/08/01@17:29:29,562,25.201802
2026/08/01@17:29:31,564,25.256732
2026/08/01@17:29:32,565,25.3254
2026/08/01@17:29:33,566,25.392538
2026/08/01@17:29:34,567,25.48867
2026/08/01@17:29:35,568,25.543602
2026/08/01@17:29:36,569,25.722134
2026/08/01@17:29:37,570,25.831998
2026/08/01@17:29:38,571,26.037994
2026/08/01@17:29:39,572,26.144808
2026/08/01@17:29:40,573,26.271458
2026/08/01@17:29:42,575,26.436254
2026/08/01@17:29:43,576,26.584268
2026/08/01@17:29:44,577,26.735332
2026/08/01@17:29:45,578,26.886396
2026/08/01@17:29:46,579,27.03746
2026/08/01@17:29:47,580,27.214466
2026/08/01@17:29:48,581,27.351798
2026/08/01@17:29:49,582,27.571528
2026/08/01@17:29:50,583,27.705806
2026/08/01@17:29:51,584,27.870604
2026/08/01@17:29:53,585,27.980468
2026/08/01@17:29:54,587,28.0354
2026/08/01@17:29:55,588,28.184938
2026/08/01@17:29:56,589,28.25513
2026/08/01@17:29:57,590,28.349738
2026/08/01@17:29:58,591,28.44587
2026/08/01@17:29:59,592,28.584726
2026/08/01@17:30:00,593,28.680856
2026/08/01@17:30:01,594,28.857862
2026/08/01@17:30:02,595,28.967728
2026/08/01@17:30:03,596,29.187456
2026/08/01@17:30:05,598,29.349204
2026/08/01@17:30:06,599,29.527732
2026/08/01@17:30:07,600,29.665064
2026/08/01@17:30:08,601,29.77493
2026/08/01@17:30:09,602,29.965668
2026/08/01@17:30:10,603,30.089266
2026/08/01@17:30:11,604,30.212864
2026/08/01@17:30:12,605,30.363928
2026/08/01@17:30:13,606,30.473794
2026/08/01@17:30:14,607,30.6492716
2026/08/01@17:30:16,609,30.704204
2026/08/01@17:30:17,610,30.855268
2026/08/01@17:30:18,611,30.937668
2026/08/01@17:30:19,612,31.07805
2026/08/01@17:30:20,613,31.184862
2026/08/01@17:30:21,614,31.253528
2026/08/01@17:30:22,615,31.389334
2026/08/01@17:30:23,616,31.500724
2026/08/01@17:30:24,617,31.61059
2026/08/01@17:30:25,618,31.72961
2026/08/01@17:30:27,620,31.828794
2026/08/01@17:30:28,621,31.91577
2026/08/01@17:30:29,622,32.02716
2026/08/01@17:30:30,623,32.153812
2026/08/01@17:30:31,624,32.281988
2026/08/01@17:30:32,625,32.391852
2026/08/01@17:30:33,626,32.516976
2026/08/01@17:30:34,627,32.56733
2026/08/01@17:30:35,628,32.65431
2026/08/01@17:30:36,629,32.69093
2026/08/01@17:30:38,631,32.69093
2026/08/01@17:30:39,632,32.79469
2026/08/01@17:30:40,633,32.845044
2026/08/01@17:30:41,634,32.932024
2026/08/01@17:30:42,635,32.982376
2026/08/01@17:30:43,636,33.06935
2026/08/01@17:30:44,637,33.183796
2026/08/01@17:30:45,638,33.220416
2026/08/01@17:30:46,639,33.284504
2026/08/01@17:30:47,640,33.421836
2026/08/01@17:30:48,641,33.47219
2026/08/01@17:30:50,643,33.54696
2026/08/01@17:30:51,644,33.68429
2026/08/01@17:30:52,645,33.82162
2026/08/01@17:30:53,646,33.972688
2026/08/01@17:30:54,647,34.122224
2026/08/01@17:30:55,648,34.222936
2026/08/01@17:30:56,649,34.373996
2026/08/01@17:30:57,650,34.525064
2026/08/01@17:30:58,651,34.636456
2026/08/01@17:30:59,652,34.72343
2026/08/01@17:31:01,654,34.810404
2026/08/01@17:31:02,655,34.911116
2026/08/01@17:31:03,656,35.02556
2026/08/01@17:31:04,657,35.115584
2026/08/01@17:31:05,658,35.225452
2026/08/01@17:31:06,659,35.327688
2026/08/01@17:31:07,660,35.381096
2026/08/01@17:31:08,661,35.4543384
2026/08/01@17:31:09,662,35.51995
2026/08/01@17:31:10,663,35.67407
2026/08/01@17:31:12,665,35.761044
2026/08/01@17:31:13,666,35.8587
2026/08/01@17:31:14,667,36.02655
2026/08/01@17:31:15,668,36.10132
2026/08/01@17:31:16,669,36.151676
2026/08/01@17:31:17,670,36.229496
2026/08/01@17:31:18,671,36.330204
2026/08/01@17:31:19,672,36.417184
2026/08/01@17:31:20,673,36.571296
2026/08/01@17:31:21,674,36.710156
2026/08/01@17:31:23,676,36.861216
2026/08/01@17:31:24,677,36.98787
2026/08/01@17:31:25,678,37.11299
2026/08/01@17:31:26,679,37.250324
2026/08/01@17:31:27,680,37.364764
2026/08/01@17:31:28,681,37.465476
2026/08/01@17:31:29,682,37.5539768
2026/08/01@17:31:30,683,37.718776
2026/08/01@17:31:31,684,37.755396
2026/08/01@17:31:32,685,37.84695
2026/08/01@17:31:33,686,37.93698
2026/08/01@17:31:35,688,38.101776
2026/08/01@17:31:36,689,38.202488
2026/08/01@17:31:37,690,38.31693
2026/08/01@17:31:38,691,38.403908
2026/08/01@17:31:39,692,38.442056
2026/08/01@17:31:40,693,38.49546
2026/08/01@17:31:41,694,38.593116
2026/08/01@17:31:42,695,38.646528
2026/08/01@17:31:43,696,38.684672
2026/08/01@17:31:44,697,38.812848
2026/08/01@17:31:46,699,38.92729
2026/08/01@17:31:47,700,38.966964
2026/08/01@17:31:48,701,39.09514
2026/08/01@17:31:49,702,39.183644
2026/08/01@17:31:50,703,39.19585
2026/08/01@17:31:51,704,39.324024
2026/08/01@17:31:52,705,39.41253
2026/08/01@17:31:53,706,39.539176
2026/08/01@17:31:54,707,39.655148
2026/08/01@17:31:55,708,39.742124
2026/08/01@17:31:57,710,39.86877
2026/08/01@17:31:58,711,39.93286
2026/08/01@17:31:59,712,40.035096
2026/08/01@17:32:00,713,40.163272
2026/08/01@17:32:01,714,40.250248
2026/08/01@17:32:02,715,40.415048
2026/08/01@17:32:03,716,40.529488
2026/08/01@17:32:04,717,40.642408
2026/08/01@17:32:05,718,40.799572
2026/08/01@17:32:06,719,40.87129
2026/08/01@17:32:08,721,41.03151
2026/08/01@17:32:09,722,41.113908
2026/08/01@17:32:10,723,41.229876
2026/08/01@17:32:11,724,41.31075
2026/08/01@17:32:12,725,41.41604
2026/08/01@17:32:13,726,41.48623
2026/08/01@17:32:14,727,41.49996
2026/08/01@17:32:15,728,41.605248
2026/08/01@17:32:16,729,41.660184
2026/08/01@17:32:17,730,41.74258
2026/08/01@17:32:19,731,41.83871
2026/08/01@17:32:20,733,41.91043
2026/08/01@17:32:21,734,41.98062
2026/08/01@17:32:22,735,42.06302
2026/08/01@17:32:23,736,42.122528
2026/08/01@17:32:24,737,42.273592
2026/08/01@17:32:25,738,42.40635
2026/08/01@17:32:26,739,42.46586
2026/08/01@17:32:27,740,42.60624
2026/08/01@17:32:28,741,42.661176
2026/08/01@17:32:29,742,42.731364
2026/08/01@17:32:31,744,42.858012
2026/08/01@17:32:32,745,42.951096
2026/08/01@17:32:33,746,43.036544
2026/08/01@17:32:34,747,43.1281
2026/08/01@17:32:35,748,43.22118
2026/08/01@17:32:36,749,43.294424
2026/08/01@17:32:37,750,43.375296
2026/08/01@17:32:38,751,43.445488
2026/08/01@17:32:39,752,43.468376
2026/08/01@17:32:40,753,43.572136
2026/08/01@17:32:42,755,43.576712
2026/08/01@17:32:43,756,43.576712
2026/08/01@17:32:44,757,43.576712
2026/08/01@17:32:45,758,43.58129
2026/08/01@17:32:46,759,43.58129
2026/08/01@17:32:47,760,43.628596
2026/08/01@17:32:48,761,43.663692
2026/08/01@17:32:49,762,43.67895
2026/08/01@17:32:50,763,43.76135
2026/08/01@17:32:51,764,43.78271
2026/08/01@17:32:53,766,43.8056
2026/08/01@17:32:54,767,43.89868
2026/08/01@17:32:55,768,43.971924
