datetime,elapsed_s,pressure_hpa
2000/01/01@05:10:37,71,976.3313
2000/01/01@05:10:38,72,976.3019
2000/01/01@05:10:39,73,976.28624
2000/01/01@05:10:40,74,976.3148
2000/01/01@05:10:41,75,976.2682
2000/01/01@05:10:42,76,976.26056
2000/01/01@05:10:43,77,976.224
2000/01/01@05:10:45,79,976.27
2000/01/01@05:10:46,80,976.250336
2000/01/01@05:10:47,81,976.24632
2000/01/01@05:10:48,82,976.2676
2000/01/01@05:10:49,83,976.2731
2000/01/01@05:10:50,84,976.2748
2000/01/01@05:10:51,85,976.2834
2000/01/01@05:10:52,86,976.2703
2000/01/01@05:10:53,87,976.31368
2000/01/01@05:10:54,88,976.309664
2000/01/01@05:10:55,89,976.3379
2000/01/01@05:10:56,90,976.31352
2000/01/01@05:10:58,92,976.32368
2000/01/01@05:10:59,93,976.31288
2000/01/01@05:11:00,94,976.3281
2000/01/01@05:11:01,95,976.33184
2000/01/01@05:11:02,96,976.3103
2000/01/01@05:11:03,97,976.3468
2000/01/01@05:11:04,98,976.3454
2000/01/01@05:11:05,99,976.3374
2000/01/01@05:11:06,100,976.3514
2000/01/01@05:11:07,101,976.3385
2000/01/01@05:11:08,102,976.346
2000/01/01@05:11:09,103,976.3401
2000/01/01@05:11:11,105,976.32492
2000/01/01@05:11:12,106,976.3644
2000/01/01@05:11:13,107,976.35468
2000/01/01@05:11:14,108,976.40936
2000/01/01@05:11:15,109,976.3742
2000/01/01@05:11:16,110,976.39024
2000/01/01@05:11:17,111,976.3697
2000/01/01@05:11:18,112,976.35408
2000/01/01@05:11:19,113,976.35704
2000/01/01@05:11:20,114,976.3596
2000/01/01@05:11:21,115,976.31084
2000/01/01@05:11:23,117,976.300064
2000/01/01@05:11:24,118,976.2979
2000/01/01@05:11:25,119,976.2799
2000/01/01@05:11:26,120,976.2986
2000/01/01@05:11:27,121,976.3244
2000/01/01@05:11:28,122,976.3308
2000/01/01@05:11:29,123,976.32888
2000/01/01@05:11:30,124,976.3303
2000/01/01@05:11:31,125,976.30472
2000/01/01@05:11:32,126,976.3028
2000/01/01@05:11:33,127,976.301632
2000/01/01@05:11:34,128,976.3275
2000/01/01@05:11:36,130,976.318
2000/01/01@05:11:37,131,976.3105
2000/01/01@05:11:38,132,976.279232
2000/01/01@05:11:39,133,976.21452
2000/01/01@05:11:40,134,976.1923
2000/01/01@05:11:41,135,976.17552
2000/01/01@05:11:42,136,976.2141
2000/01/01@05:11:43,137,976.2375
2000/01/01@05:11:44,138,976.2294
2000/01/01@05:11:45,139,976.2653
2000/01/01@05:11:46,140,976.20264
2000/01/01@05:11:47,141,976.1994
2000/01/01@05:11:49,143,976.2327
2000/01/01@05:11:50,144,976.35096
2000/01/01@05:11:51,145,976.3708
2000/01/01@05:11:52,146,976.33376
2000/01/01@05:11:53,147,976.33656
2000/01/01@05:11:54,148,976.34048
2000/01/01@05:11:55,149,976.358032
2000/01/01@05:11:56,150,976.3462
2000/01/01@05:11:57,151,976.3426
2000/01/01@05:11:58,152,976.37024
2000/01/01@05:11:59,153,976.3619
2000/01/01@05:12:00,154,976.3512
2000/01/01@05:12:02,156,976.3035
2000/01/01@05:12:03,157,976.3084
2000/01/01@05:12:04,158,976.30648
2000/01/01@05:12:05,159,976.30192
2000/01/01@05:12:06,160,976.2876
2000/01/01@05:12:07,161,976.2913
2000/01/01@05:12:08,162,976.2631
2000/01/01@05:12:09,163,976.28684
2000/01/01@05:12:10,164,976.2835
2000/01/01@05:12:11,165,976.32056
2000/01/01@05:12:12,166,976.3182
2000/01/01@05:12:13,167,976.3639
2000/01/01@05:12:15,169,976.31864
2000/01/01@05:12:16,170,976.35096
2000/01/01@05:12:17,171,976.3374
2000/01/01@05:12:18,172,976.3454
2000/01/01@05:12:19,173,976.31852
2000/01/01@05:12:20,174,976.30252
2000/01/01@05:12:21,175,976.3656
2000/01/01@05:12:22,176,976.3441
2000/01/01@05:12:23,177,976.32584
2000/01/01@05:12:24,178,976.3678
2000/01/01@05:12:25,179,976.35692
2000/01/01@05:12:27,181,976.3524
2000/01/01@05:12:28,182,976.34816
2000/01/01@05:12:29,183,976.3025
2000/01/01@05:12:30,184,976.3337
2000/01/01@05:12:31,185,976.3299
2000/01/01@05:12:32,186,976.3933
2000/01/01@05:12:33,187,976.378336
2000/01/01@05:12:34,188,976.37976
2000/01/01@05:12:35,189,976.3395
2000/01/01@05:12:36,190,976.37416
2000/01/01@05:12:37,191,976.3535
2000/01/01@05:12:38,192,976.3672
2000/01/01@05:12:40,194,976.32332
2000/01/01@05:12:41,195,976.347968
2000/01/01@05:12:42,196,976.33952
2000/01/01@05:12:43,197,976.3139
2000/01/01@05:12:44,198,976.322736
2000/01/01@05:12:45,199,976.33908
2000/01/01@05:12:46,200,976.3821
2000/01/01@05:12:47,201,976.34068
2000/01/01@05:12:48,202,976.3494
2000/01/01@05:12:49,203,976.35692
2000/01/01@05:12:50,204,976.3349
2000/01/01@05:12:51,205,976.38136
2000/01/01@05:12:53,207,976.3911
2000/01/01@05:12:54,208,976.3407
2000/01/01@05:12:55,209,976.371664
2000/01/01@05:12:56,210,976.37912
2000/01/01@05:12:57,211,976.38332
2000/01/01@05:12:58,212,976.394832
2000/01/01@05:12:59,213,976.41452
2000/01/01@05:13:00,214,976.41848
2000/01/01@05:13:01,215,976.368064
2000/01/01@05:13:02,216,976.3645
2000/01/01@05:13:03,217,976.36472
2000/01/01@05:13:04,218,976.4144
2000/01/01@05:13:06,220,976.40216
2000/01/01@05:13:07,221,976.3975
2000/01/01@05:13:08,222,976.3786
2000/01/01@05:13:09,223,976.36488
2000/01/01@05:13:10,224,976.3884
2000/01/01@05:13:11,225,976.38368
2000/01/01@05:13:12,226,976.3689
2000/01/01@05:13:13,227,976.3764
2000/01/01@05:13:14,228,976.39024
2000/01/01@05:13:15,229,976.36224
2000/01/01@05:13:16,230,976.35768
2000/01/01@05:13:18,232,976.3948
2000/01/01@05:13:19,233,976.3577
2000/01/01@05:13:20,234,976.39528
2000/01/01@05:13:21,235,976.3903
2000/01/01@05:13:22,236,976.3709
2000/01/01@05:13:23,237,976.3887
2000/01/01@05:13:24,238,976.39576
2000/01/01@05:13:25,239,976.42456
2000/01/01@05:13:26,240,976.40592
2000/01/01@05:13:27,241,976.4322
2000/01/01@05:13:28,242,976.4336
2000/01/01@05:13:29,243,976.39668
2000/01/01@05:13:31,245,976.43288
2000/01/01@05:13:32,246,976.42552
2000/01/01@05:13:33,247,976.3973
2000/01/01@05:13:34,248,976.4397
2000/01/01@05:13:35,249,976.3705
2000/01/01@05:13:36,250,976.4052
2000/01/01@05:13:37,251,976.39688
2000/01/01@05:13:38,252,976.4203
2000/01/01@05:13:39,253,976.4011
2000/01/01@05:13:40,254,976.44088
2000/01/01@05:13:41,255,976.41984
2000/01/01@05:13:42,256,976.40296
2000/01/01@05:13:44,258,976.43632
2000/01/01@05:13:45,259,976.4218
2000/01/01@05:13:46,260,976.3851
2000/01/01@05:13:47,261,976.39528
2000/01/01@05:13:48,262,976.3511
2000/01/01@05:13:49,263,976.3462
2000/01/01@05:13:50,264,976.367264
2000/01/01@05:13:51,265,976.3491
2000/01/01@05:13:52,266,976.3493
2000/01/01@05:13:53,267,976.3926
2000/01/01@05:13:54,268,976.32664
2000/01/01@05:13:55,269,976.3817
2000/01/01@05:13:57,271,976.3833
2000/01/01@05:13:58,272,976.3884
2000/01/01@05:13:59,273,976.41316
2000/01/01@05:14:00,274,976.411
2000/01/01@05:14:01,275,976.39668
2000/01/01@05:14:02,276,976.39792
2000/01/01@05:14:03,277,976.39544
2000/01/01@05:14:04,278,976.39576
2000/01/01@05:14:05,279,976.34684
2000/01/01@05:14:06,280,976.3421
2000/01/01@05:14:07,281,976.3557
2000/01/01@05:14:08,282,976.33
2000/01/01@05:14:10,284,976.39792
2000/01/01@05:14:11,285,976.36252
2000/01/01@05:14:12,286,976.3762
2000/01/01@05:14:13,287,976.384
2000/01/01@05:14:14,288,976.3742
2000/01/01@05:14:15,289,976.3963
2000/01/01@05:14:16,290,976.38416
2000/01/01@05:14:17,291,976.38056
2000/01/01@05:14:18,292,976.3942
2000/01/01@05:14:19,293,976.40708
2000/01/01@05:14:20,294,976.3998
2000/01/01@05:14:22,296,976.452736
2000/01/01@05:14:23,297,976.4038
2000/01/01@05:14:24,298,976.42472
2000/01/01@05:14:25,299,976.4469
2000/01/01@05:14:26,300,976.4275
2000/01/01@05:14:27,301,976.45736
2000/01/01@05:14:28,302,976.46092
2000/01/01@05:14:29,303,976.4588
2000/01/01@05:14:30,304,976.46176
2000/01/01@05:14:31,305,976.4135
2000/01/01@05:14:32,306,976.43
2000/01/01@05:14:33,307,976.45232
2000/01/01@05:14:35,309,976.4574
2000/01/01@05:14:36,310,976.4292
2000/01/01@05:14:37,311,976.4872
2000/01/01@05:14:38,312,976.4469
2000/01/01@05:14:39,313,976.437
2000/01/01@05:14:40,314,976.4263
2000/01/01@05:14:41,315,976.3784
2000/01/01@05:14:42,316,976.3725
2000/01/01@05:14:43,317,976.367536
2000/01/01@05:14:44,318,976.3764
2000/01/01@05:14:45,319,976.40344
2000/01/01@05:14:46,320,976.37288
2000/01/01@05:14:48,322,976.3928
2000/01/01@05:14:49,323,976.42756
2000/01/01@05:14:50,324,976.3934
2000/01/01@05:14:51,325,976.4071
2000/01/01@05:14:52,326,976.45868
2000/01/01@05:14:53,327,976.4824
2000/01/01@05:14:54,328,976.4508
2000/01/01@05:14:55,329,976.471536
2000/01/01@05:14:56,330,976.4508
2000/01/01@05:14:57,331,976.4659
2000/01/01@05:14:58,332,976.4721
2000/01/01@05:14:59,333,976.4524
2000/01/01@05:15:01,335,976.4698
2000/01/01@05:15:02,336,976.45917
2000/01/01@05:15:03,337,976.4358
2000/01/01@05:15:04,338,976.4668
2000/01/01@05:15:05,339,976.4584
2000/01/01@05:15:06,340,976.491664
2000/01/01@05:15:07,341,976.467136
2000/01/01@05:15:08,342,976.46708
2000/01/01@05:15:09,343,976.4637
2000/01/01@05:15:10,344,976.46984
2000/01/01@05:15:11,345,976.42208
2000/01/01@05:15:13,347,976.4468
2000/01/01@05:15:14,348,976.42948
2000/01/01@05:15:15,349,976.47672
2000/01/01@05:15:16,350,976.4559
2000/01/01@05:15:17,351,976.45824
2000/01/01@05:15:18,352,976.47452
2000/01/01@05:15:19,353,976.4748
2000/01/01@05:15:20,354,976.4649
2000/01/01@05:15:21,355,976.44776
2000/01/01@05:15:22,356,976.4643
2000/01/01@05:15:23,357,976.5111
2000/01/01@05:15:24,358,976.489
2000/01/01@05:15:26,360,976.46328
2000/01/01@05:15:27,361,976.4572
2000/01/01@05:15:28,362,976.48456
2000/01/01@05:15:29,363,976.47096
2000/01/01@05:15:30,364,976.46856
2000/01/01@05:15:31,365,976.4579
2000/01/01@05:15:32,366,976.4841
2000/01/01@05:15:33,367,976.497536
2000/01/01@05:15:34,368,976.46176
2000/01/01@05:15:35,369,976.46045
2000/01/01@05:15:36,370,976.48664
2000/01/01@05:15:37,371,976.44384
2000/01/01@05:15:39,373,976.4635
2000/01/01@05:15:40,374,976.4773
2000/01/01@05:15:41,375,976.41584
2000/01/01@05:15:42,376,976.44308
2000/01/01@05:15:43,377,976.4432
2000/01/01@05:15:44,378,976.4125
2000/01/01@05:15:45,379,976.4297
2000/01/01@05:15:46,380,976.43616
2000/01/01@05:15:47,381,976.46592
2000/01/01@05:15:48,382,976.4671
2000/01/01@05:15:49,383,976.4465
2000/01/01@05:15:50,384,976.46856
2000/01/01@05:15:52,386,976.44168
2000/01/01@05:15:53,387,976.4406
2000/01/01@05:15:54,388,976.4125
2000/01/01@05:15:55,389,976.3759
2000/01/01@05:15:56,390,976.34768
2000/01/01@05:15:57,391,976.3184
2000/01/01@05:15:58,392,976.35176
2000/01/01@05:15:59,393,976.3692
2000/01/01@05:16:00,394,976.3801
2000/01/01@05:16:01,395,976.29048
2000/01/01@05:16:02,396,976.33868
2000/01/01@05:16:04,398,976.3143
2000/01/01@05:16:05,399,976.37272
2000/01/01@05:16:06,400,976.36
2000/01/01@05:16:07,401,976.3839
2000/01/01@05:16:08,402,976.3384
2000/01/01@05:16:09,403,976.31496
2000/01/01@05:16:10,404,976.3299
2000/01/01@05:16:11,405,976.345
2000/01/01@05:16:12,406,976.42132
2000/01/01@05:16:13,407,976.43224
2000/01/01@05:16:14,408,976.36632
2000/01/01@05:16:15,409,976.35768
2000/01/01@05:16:16,410,976.4057
2000/01/01@05:16:18,412,976.4121
2000/01/01@05:16:19,413,976.315
2000/01/01@05:16:20,414,976.3681
2000/01/01@05:16:21,415,976.3512
2000/01/01@05:16:22,416,976.3413
2000/01/01@05:16:23,417,976.2664
2000/01/01@05:16:24,418,976.2765
2000/01/01@05:16:25,419,976.28768
2000/01/01@05:16:26,420,976.28984
2000/01/01@05:16:27,421,976.2903
2000/01/01@05:16:28,422,976.3446
2000/01/01@05:16:29,423,976.2793
2000/01/01@05:16:31,425,976.3424
2000/01/01@05:16:32,426,976.3387
2000/01/01@05:16:33,427,976.3808
2000/01/01@05:16:34,428,976.4238
2000/01/01@05:16:35,429,976.3684
2000/01/01@05:16:36,430,976.39197
2000/01/01@05:16:37,431,976.3451
2000/01/01@05:16:38,432,976.378336
2000/01/01@05:16:39,433,976.3821
2000/01/01@05:16:40,434,976.3268
2000/01/01@05:16:41,435,976.33544
2000/01/01@05:16:42,436,976.38744
2000/01/01@05:16:44,438,976.4283
2000/01/01@05:16:45,439,976.391
2000/01/01@05:16:46,440,976.3644
2000/01/01@05:16:47,441,976.35452
2000/01/01@05:16:48,442,976.3338
2000/01/01@05:16:49,443,976.3561
2000/01/01@05:16:50,444,976.3057
2000/01/01@05:16:51,445,976.3088
2000/01/01@05:16:52,446,976.3454
2000/01/01@05:16:53,447,976.3393
2000/01/01@05:16:54,448,976.3553
2000/01/01@05:16:55,449,976.342
2000/01/01@05:16:57,451,976.2905
2000/01/01@05:16:58,452,976.29316
2000/01/01@05:16:59,453,976.2565
2000/01/01@05:17:00,454,976.2886
2000/01/01@05:17:01,455,976.279
2000/01/01@05:17:02,456,976.24728
2000/01/01@05:17:03,457,976.318864
2000/01/01@05:17:04,458,976.2877
2000/01/01@05:17:05,459,976.31176
2000/01/01@05:17:06,460,976.309664
2000/01/01@05:17:07,461,976.288736
2000/01/01@05:17:09,463,976.2813
2000/01/01@05:17:10,464,976.2731
2000/01/01@05:17:11,465,976.26332
2000/01/01@05:17:12,466,976.2732
2000/01/01@05:17:13,467,976.2671
2000/01/01@05:17:14,468,976.3058
2000/01/01@05:17:15,469,976.3
2000/01/01@05:17:16,470,976.2936
2000/01/01@05:17:17,471,976.2876
2000/01/01@05:17:18,472,976.30504
2000/01/01@05:17:19,473,976.3004
2000/01/01@05:17:20,474,976.2905
2000/01/01@05:17:22,476,976.3052
2000/01/01@05:17:23,477,976.311632
2000/01/01@05:17:24,478,976.2773
2000/01/01@05:17:25,479,976.3204
2000/01/01@05:17:26,480,976.342864
2000/01/01@05:17:27,481,976.3848
2000/01/01@05:17:28,482,976.34184
2000/01/01@05:17:29,483,976.33932
2000/01/01@05:17:30,484,976.3284
2000/01/01@05:17:31,485,976.31256
2000/01/01@05:17:32,486,976.3248
2000/01/01@05:17:33,487,976.29552
2000/01/01@05:17:35,489,976.33016
2000/01/01@05:17:36,490,976.3143
2000/01/01@05:17:37,491,976.3514
2000/01/01@05:17:38,492,976.33932
2000/01/01@05:17:39,493,976.345664
2000/01/01@05:17:40,494,976.32696
2000/01/01@05:17:41,495,976.295136
2000/01/01@05:17:42,496,976.3262
2000/01/01@05:17:43,497,976.303
2000/01/01@05:17:44,498,976.2968
2000/01/01@05:17:45,499,976.3254
2000/01/01@05:17:46,500,976.3711
2000/01/01@05:17:48,502,976.37732
2000/01/01@05:17:49,503,976.41048
2000/01/01@05:17:50,504,976.3961
2000/01/01@05:17:51,505,976.3614
2000/01/01@05:17:52,506,976.3605
2000/01/01@05:17:53,507,976.35656
2000/01/01@05:17:54,508,976.3629
2000/01/01@05:17:55,509,976.378
2000/01/01@05:17:56,510,976.3497
2000/01/01@05:17:57,511,976.3833
2000/01/01@05:17:58,512,976.31808
2000/01/01@05:17:59,513,976.3649
2000/01/01@05:18:01,515,976.3049
2000/01/01@05:18:02,516,976.3197
2000/01/01@05:18:03,517,976.3418
2000/01/01@05:18:04,518,976.35912
2000/01/01@05:18:05,519,976.2672
2000/01/01@05:18:06,520,976.26224
2000/01/01@05:18:07,521,976.29568
2000/01/01@05:18:08,522,976.2611
2000/01/01@05:18:09,523,976.2824
2000/01/01@05:18:10,524,976.2653
2000/01/01@05:18:11,525,976.26904
2000/01/01@05:18:12,526,976.255536
2000/01/01@05:18:14,528,976.28392
2000/01/01@05:18:15,529,976.3386
2000/01/01@05:18:16,530,976.3064
2000/01/01@05:18:17,531,976.3008
2000/01/01@05:18:18,532,976.276
2000/01/01@05:18:19,533,976.3095
2000/01/01@05:18:20,534,976.2614
2000/01/01@05:18:21,535,976.3144
2000/01/01@05:18:22,536,976.2936
2000/01/01@05:18:23,537,976.3147
2000/01/01@05:18:24,538,976.30368
2000/01/01@05:18:25,539,976.3139
2000/01/01@05:18:27,541,976.37192
2000/01/01@05:18:28,542,976.3215
2000/01/01@05:18:29,543,976.33868
2000/01/01@05:18:30,544,976.3688
2000/01/01@05:18:31,545,976.3181
2000/01/01@05:18:32,546,976.299568
2000/01/01@05:18:33,547,976.34176
2000/01/01@05:18:34,548,976.31008
2000/01/01@05:18:35,549,976.27168
2000/01/01@05:18:36,550,976.31976
2000/01/01@05:18:37,551,976.3386
2000/01/01@05:18:39,553,976.335
2000/01/01@05:18:40,554,976.33268
2000/01/01@05:18:41,555,976.3018
2000/01/01@05:18:42,556,976.3217
2000/01/01@05:18:43,557,976.345136
2000/01/01@05:18:44,558,976.3329
2000/01/01@05:18:45,559,976.3234
2000/01/01@05:18:46,560,976.3543
2000/01/01@05:18:47,561,976.28904
2000/01/01@05:18:48,562,976.2991
2000/01/01@05:18:49,563,976.30892
2000/01/01@05:18:50,564,976.29176
2000/01/01@05:18:52,566,976.2855
2000/01/01@05:18:53,567,976.2723
2000/01/01@05:18:54,568,976.3267
2000/01/01@05:18:55,569,976.28216
2000/01/01@05:18:56,570,976.27376
2000/01/01@05:18:57,571,976.27016
2000/01/01@05:18:58,572,976.2902
2000/01/01@05:18:59,573,976.2693
2000/01/01@05:19:00,574,976.23128
2000/01/01@05:19:01,575,976.23976
2000/01/01@05:19:02,576,976.20416
2000/01/01@05:19:03,577,976.1858
2000/01/01@05:19:05,579,976.21292
2000/01/01@05:19:06,580,976.2229
2000/01/01@05:19:07,581,976.2279
2000/01/01@05:19:08,582,976.2084
2000/01/01@05:19:09,583,976.21348
2000/01/01@05:19:10,584,976.21348
2000/01/01@05:19:11,585,976.22328
2000/01/01@05:19:12,586,976.2422
2000/01/01@05:19:13,587,976.2458
2000/01/01@05:19:14,588,976.25068
2000/01/01@05:19:15,589,976.2573
2000/01/01@05:19:16,590,976.256064
2000/01/01@05:19:18,592,976.251136
2000/01/01@05:19:19,593,976.2611
2000/01/01@05:19:20,594,976.29096
2000/01/01@05:19:21,595,976.2244
2000/01/01@05:19:22,596,976.238
2000/01/01@05:19:23,597,976.27024
2000/01/01@05:19:24,598,976.22344
2000/01/01@05:19:25,599,976.22832
2000/01/01@05:19:26,600,976.2544
2000/01/01@05:19:27,601,976.2569
2000/01/01@05:19:28,602,976.2533
2000/01/01@05:19:29,603,976.22032
2000/01/01@05:19:31,605,976.2771
2000/01/01@05:19:32,606,976.25496
2000/01/01@05:19:33,607,976.1992
2000/01/01@05:19:34,608,976.2776
2000/01/01@05:19:35,609,976.248
2000/01/01@05:19:36,610,976.2357
2000/01/01@05:19:37,611,976.24696
2000/01/01@05:19:38,612,976.2509
2000/01/01@05:19:39,613,976.2533
2000/01/01@05:19:40,614,976.2684
2000/01/01@05:19:41,615,976.2377
2000/01/01@05:19:42,616,976.2686
2000/01/01@05:19:44,618,976.2932
2000/01/01@05:19:45,619,976.28216
2000/01/01@05:19:46,620,976.2813
2000/01/01@05:19:47,621,976.30224
2000/01/01@05:19:48,622,976.295
2000/01/01@05:19:49,623,976.3195
2000/01/01@05:19:50,624,976.2827
2000/01/01@05:19:51,625,976.27784
2000/01/01@05:19:52,626,976.2915
2000/01/01@05:19:53,627,976.30892
2000/01/01@05:19:54,628,976.2671
2000/01/01@05:19:55,629,976.2946
2000/01/01@05:19:57,631,976.28216
2000/01/01@05:19:58,632,976.21816
2000/01/01@05:19:59,633,976.23668
2000/01/01@05:20:00,634,976.2453
2000/01/01@05:20:01,635,976.2603
2000/01/01@05:20:02,636,976.2247
2000/01/01@05:20:03,637,976.2604
2000/01/01@05:20:04,638,976.2852
2000/01/01@05:20:05,639,976.288
2000/01/01@05:20:06,640,976.2929
2000/01/01@05:20:07,641,976.3002
2000/01/01@05:20:08,642,976.27688
2000/01/01@05:20:10,644,976.25216
2000/01/01@05:20:11,645,976.277
2000/01/01@05:20:12,646,976.27096
2000/01/01@05:20:13,647,976.32416
2000/01/01@05:20:14,648,976.3007
2000/01/01@05:20:15,649,976.3325
2000/01/01@05:20:16,650,976.3317
2000/01/01@05:20:17,651,976.3491
2000/01/01@05:20:18,652,976.34296
2000/01/01@05:20:19,653,976.3445
2000/01/01@05:20:20,654,976.34312
2000/01/01@05:20:21,655,976.311136
2000/01/01@05:20:23,657,976.34048
2000/01/01@05:20:24,658,976.31132
2000/01/01@05:20:25,659,976.3334
2000/01/01@05:20:26,660,976.3977
2000/01/01@05:20:27,661,976.326
2000/01/01@05:20:28,662,976.2966
2000/01/01@05:20:29,663,976.3543
2000/01/01@05:20:30,664,976.3371
2000/01/01@05:20:31,665,976.32477
2000/01/01@05:20:32,666,976.27076
2000/01/01@05:20:33,667,976.27076
2000/01/01@05:20:35,669,976.3586
2000/01/01@05:20:36,670,976.2734
2000/01/01@05:20:37,671,976.2527
2000/01/01@05:20:38,672,976.33656
2000/01/01@05:20:39,673,976.3192
2000/01/01@05:20:40,674,976.290832
2000/01/01@05:20:41,675,976.3524
2000/01/01@05:20:42,676,976.3638
2000/01/01@05:20:43,677,976.3256
2000/01/01@05:20:44,678,976.3331
2000/01/01@05:20:45,679,976.3098
2000/01/01@05:20:46,680,976.29864
2000/01/01@05:20:48,682,976.31976
2000/01/01@05:20:49,683,976.258
2000/01/01@05:20:50,684,976.279232
2000/01/01@05:20:51,685,976.2868
2000/01/01@05:20:52,686,976.2779
2000/01/01@05:20:53,687,976.308864
2000/01/01@05:20:54,688,976.3312
2000/01/01@05:20:55,689,976.3105
2000/01/01@05:20:56,690,976.2598
2000/01/01@05:20:57,691,976.30332
2000/01/01@05:20:58,692,976.27232
2000/01/01@05:20:59,693,976.2527
2000/01/01@05:21:01,695,976.262768
2000/01/01@05:21:02,696,976.2849
2000/01/01@05:21:03,697,976.24932
2000/01/01@05:21:04,698,976.2468
2000/01/01@05:21:05,699,976.2753
2000/01/01@05:21:06,700,976.2924
2000/01/01@05:21:07,701,976.2742
2000/01/01@05:21:08,702,976.2915
2000/01/01@05:21:09,703,976.30492
2000/01/01@05:21:10,704,976.2902
2000/01/01@05:21:11,705,976.3077
2000/01/01@05:21:12,706,976.31864
2000/01/01@05:21:14,708,976.298
2000/01/01@05:21:15,709,976.31272
2000/01/01@05:21:16,710,976.298
2000/01/01@05:21:17,711,976.27576
2000/01/01@05:21:18,712,976.2698
2000/01/01@05:21:19,713,976.2798
2000/01/01@05:21:20,714,976.286
2000/01/01@05:21:21,715,976.22652
2000/01/01@05:21:22,716,976.25992
2000/01/01@05:21:23,717,976.22184
2000/01/01@05:21:24,718,976.2675
2000/01/01@05:21:25,719,976.31448
2000/01/01@05:21:27,721,976.28732
2000/01/01@05:21:28,722,976.27
2000/01/01@05:21:29,723,976.29452
2000/01/01@05:21:30,724,976.30472
2000/01/01@05:21:31,725,976.30868
2000/01/01@05:21:32,726,976.298736
2000/01/01@05:21:33,727,976.29984
2000/01/01@05:21:34,728,976.300064
2000/01/01@05:21:35,729,976.2567
2000/01/01@05:21:36,730,976.2952
2000/01/01@05:21:37,731,976.27316
2000/01/01@05:21:39,733,976.236
2000/01/01@05:21:40,734,976.2756
2000/01/01@05:21:41,735,976.2445
2000/01/01@05:21:42,736,976.2807
2000/01/01@05:21:43,737,976.2771
2000/01/01@05:21:44,738,976.282064
2000/01/01@05:21:45,739,976.3017
2000/01/01@05:21:46,740,976.2649
2000/01/01@05:21:47,741,976.319168
2000/01/01@05:21:48,742,976.27968
2000/01/01@05:21:49,743,976.2328
2000/01/01@05:21:50,744,976.29848
2000/01/01@05:21:52,746,976.2628
2000/01/01@05:21:53,747,976.24552
2000/01/01@05:21:54,748,976.24552
2000/01/01@05:21:55,749,976.28264
2000/01/01@05:21:56,750,976.2445
2000/01/01@05:21:57,751,976.2791
2000/01/01@05:21:58,752,976.2495
2000/01/01@05:21:59,753,976.2518
2000/01/01@05:22:00,754,976.2805
2000/01/01@05:22:01,755,976.315264
2000/01/01@05:22:02,756,976.23468
2000/01/01@05:22:03,757,976.2748
2000/01/01@05:22:05,759,976.24
2000/01/01@05:22:06,760,976.2438
2000/01/01@05:22:07,761,976.1968
2000/01/01@05:22:08,762,976.23268
2000/01/01@05:22:09,763,976.24252
2000/01/01@05:22:10,764,976.2353
2000/01/01@05:22:11,765,976.25992
